Total_Usuarios,Provincias_Unicas,Instituciones_Unicas,Promedio_Largo_Teléfonos,Promedio_Largo_Cédulas,Edad_Minima,Edad_Maxima,Edad_Promedio
22,7,6,9.0,9.909090909090908,19,25,22.545454545454547
